cycle,mode,tick_long_tripsmode
398,trip_taxi,nil
399,trip_tgv,nil
399,trip_ter,nil
399,trip_taxi,nil
400,trip_tgv,nil
400,trip_ter,nil
400,trip_taxi,nil
401,trip_tgv,nil
401,trip_ter,nil
401,trip_taxi,nil
402,trip_tgv,nil
402,trip_ter,nil
402,trip_taxi,nil
403,trip_tgv,nil
403,trip_ter,nil
403,trip_taxi,nil
404,trip_tgv,nil
404,trip_ter,nil
404,trip_taxi,nil
405,trip_tgv,nil
405,trip_ter,nil
405,trip_taxi,nil
406,trip_tgv,nil
406,trip_ter,nil
406,trip_taxi,nil
407,trip_tgv,nil
407,trip_ter,nil
407,trip_taxi,nil
408,trip_tgv,nil
408,trip_ter,nil
408,trip_taxi,nil
409,trip_tgv,nil
409,trip_ter,nil
409,trip_taxi,nil
410,trip_tgv,nil
410,trip_ter,nil
410,trip_taxi,nil
411,trip_tgv,nil
411,trip_ter,nil
411,trip_taxi,nil
412,trip_tgv,nil
412,trip_ter,nil
412,trip_taxi,nil
413,trip_tgv,nil
413,trip_ter,nil
413,trip_taxi,nil
414,trip_tgv,nil
414,trip_ter,nil
414,trip_taxi,nil
415,trip_tgv,nil
415,trip_ter,nil
415,trip_taxi,nil
416,trip_tgv,nil
416,trip_ter,nil
416,trip_taxi,nil
417,trip_tgv,nil
417,trip_ter,nil
417,trip_taxi,nil
418,trip_tgv,nil
418,trip_ter,nil
418,trip_taxi,nil
419,trip_tgv,nil
419,trip_ter,nil
419,trip_taxi,nil
420,trip_tgv,nil
420,trip_ter,nil
420,trip_taxi,nil
421,trip_tgv,nil
421,trip_ter,nil
421,trip_taxi,nil
422,trip_tgv,nil
422,trip_ter,nil
422,trip_taxi,nil
423,trip_tgv,nil
423,trip_ter,nil
423,trip_taxi,nil
424,trip_tgv,nil
424,trip_ter,nil
424,trip_taxi,nil
425,trip_tgv,nil
425,trip_ter,nil
425,trip_taxi,nil
426,trip_tgv,nil
426,trip_ter,nil
426,trip_taxi,nil
427,trip_tgv,nil
427,trip_ter,nil
427,trip_taxi,nil
428,trip_tgv,nil
428,trip_ter,nil
428,trip_taxi,nil
429,trip_tgv,nil
429,trip_ter,nil
429,trip_taxi,nil
430,trip_tgv,nil
430,trip_ter,nil
430,trip_taxi,nil
431,trip_tgv,nil
431,trip_ter,nil
431,trip_taxi,nil
432,trip_tgv,nil
432,trip_ter,nil
432,trip_taxi,nil
433,trip_tgv,nil
433,trip_ter,nil
433,trip_taxi,nil
434,trip_tgv,nil
434,trip_ter,nil
434,trip_taxi,nil
435,trip_tgv,nil
435,trip_ter,nil
435,trip_taxi,nil
436,trip_tgv,nil
436,trip_ter,nil
436,trip_taxi,nil
437,trip_tgv,nil
437,trip_ter,nil
437,trip_taxi,nil
438,trip_tgv,nil
438,trip_ter,nil
438,trip_taxi,nil
439,trip_tgv,nil
439,trip_ter,nil
439,trip_taxi,nil
440,trip_tgv,nil
440,trip_ter,nil
440,trip_taxi,nil
441,trip_tgv,nil
441,trip_ter,nil
441,trip_taxi,nil
442,trip_tgv,nil
442,trip_ter,nil
442,trip_taxi,nil
443,trip_tgv,nil
443,trip_ter,nil
443,trip_taxi,nil
444,trip_tgv,nil
444,trip_ter,nil
444,trip_taxi,nil
445,trip_tgv,nil
445,trip_ter,nil
445,trip_taxi,nil
446,trip_tgv,nil
446,trip_ter,nil
446,trip_taxi,nil
447,trip_tgv,nil
447,trip_ter,nil
447,trip_taxi,nil
448,trip_tgv,nil
448,trip_ter,nil
448,trip_taxi,nil
449,trip_tgv,nil
449,trip_ter,nil
449,trip_taxi,nil
450,trip_tgv,nil
450,trip_ter,nil
450,trip_taxi,nil
451,trip_tgv,nil
451,trip_ter,nil
451,trip_taxi,nil
452,trip_tgv,nil
452,trip_ter,nil
452,trip_taxi,nil
453,trip_tgv,nil
453,trip_ter,nil
453,trip_taxi,nil
454,trip_tgv,nil
454,trip_ter,nil
454,trip_taxi,nil
455,trip_tgv,nil
455,trip_ter,nil
455,trip_taxi,nil
456,trip_tgv,nil
456,trip_ter,nil
456,trip_taxi,nil
457,trip_tgv,nil
457,trip_ter,nil
457,trip_taxi,nil
458,trip_tgv,nil
458,trip_ter,nil
458,trip_taxi,nil
459,trip_tgv,nil
459,trip_ter,nil
459,trip_taxi,nil
460,trip_tgv,nil
460,trip_ter,nil
460,trip_taxi,nil
461,trip_tgv,nil
461,trip_ter,nil
461,trip_taxi,nil
462,trip_tgv,nil
462,trip_ter,nil
462,trip_taxi,nil
463,trip_tgv,nil
463,trip_ter,nil
463,trip_taxi,nil
464,trip_tgv,nil
464,trip_ter,nil
464,trip_taxi,nil
465,trip_tgv,nil
465,trip_ter,nil
465,trip_taxi,nil
466,trip_tgv,nil
466,trip_ter,nil
466,trip_taxi,nil
467,trip_tgv,nil
467,trip_ter,nil
467,trip_taxi,nil
468,trip_tgv,nil
468,trip_ter,nil
468,trip_taxi,nil
469,trip_tgv,nil
469,trip_ter,nil
469,trip_taxi,nil
470,trip_tgv,nil
470,trip_ter,nil
470,trip_taxi,nil
471,trip_tgv,nil
471,trip_ter,nil
471,trip_taxi,nil
472,trip_tgv,nil
472,trip_ter,nil
472,trip_taxi,nil
473,trip_tgv,nil
473,trip_ter,nil
473,trip_taxi,nil
474,trip_tgv,nil
474,trip_ter,nil
474,trip_taxi,nil
475,trip_tgv,nil
475,trip_ter,nil
475,trip_taxi,nil
476,trip_tgv,nil
476,trip_ter,nil
476,trip_taxi,nil
477,trip_tgv,nil
477,trip_ter,nil
477,trip_taxi,nil
478,trip_tgv,nil
478,trip_ter,nil
478,trip_taxi,nil
479,trip_tgv,nil
479,trip_ter,nil
479,trip_taxi,nil
480,trip_tgv,nil
480,trip_ter,nil
480,trip_taxi,nil
481,trip_tgv,nil
481,trip_ter,nil
481,trip_taxi,nil
482,trip_tgv,nil
482,trip_ter,nil
482,trip_taxi,nil
483,trip_tgv,nil
483,trip_ter,nil
483,trip_taxi,nil
484,trip_tgv,nil
484,trip_ter,nil
484,trip_taxi,nil
485,trip_tgv,nil
485,trip_ter,nil
485,trip_taxi,nil
486,trip_tgv,nil
486,trip_ter,nil
486,trip_taxi,nil
487,trip_tgv,nil
487,trip_ter,nil
487,trip_taxi,nil
488,trip_tgv,nil
488,trip_ter,nil
488,trip_taxi,nil
489,trip_tgv,nil
489,trip_ter,nil
489,trip_taxi,nil
490,trip_tgv,nil
490,trip_ter,nil
490,trip_taxi,nil
491,trip_tgv,nil
491,trip_ter,nil
491,trip_taxi,nil
492,trip_tgv,nil
492,trip_ter,nil
492,trip_taxi,nil
493,trip_tgv,nil
493,trip_ter,nil
493,trip_taxi,nil
494,trip_tgv,nil
494,trip_ter,nil
494,trip_taxi,nil
495,trip_tgv,nil
495,trip_ter,nil
495,trip_taxi,nil
496,trip_tgv,nil
496,trip_ter,nil
496,trip_taxi,nil
497,trip_tgv,nil
497,trip_ter,nil
497,trip_taxi,nil
498,trip_tgv,nil
498,trip_ter,nil
498,trip_taxi,nil
499,trip_tgv,nil
499,trip_ter,nil
499,trip_taxi,nil
500,trip_tgv,nil
500,trip_ter,nil
500,trip_taxi,nil
501,trip_tgv,nil
501,trip_ter,nil
501,trip_taxi,nil
502,trip_tgv,nil
502,trip_ter,nil
502,trip_taxi,nil
503,trip_tgv,nil
503,trip_ter,nil
503,trip_taxi,nil
504,trip_tgv,nil
504,trip_ter,nil
504,trip_taxi,nil
505,trip_tgv,nil
505,trip_ter,nil
505,trip_taxi,nil
506,trip_tgv,nil
506,trip_ter,nil
506,trip_taxi,nil
507,trip_tgv,nil
507,trip_ter,nil
507,trip_taxi,nil
508,trip_tgv,nil
508,trip_ter,nil
508,trip_taxi,nil
509,trip_tgv,nil
509,trip_ter,nil
509,trip_taxi,nil
510,trip_tgv,nil
510,trip_ter,nil
510,trip_taxi,nil
511,trip_tgv,nil
511,trip_ter,nil
511,trip_taxi,nil
512,trip_tgv,nil
512,trip_ter,nil
512,trip_taxi,nil
513,trip_tgv,nil
513,trip_ter,nil
513,trip_taxi,nil
514,trip_tgv,nil
514,trip_ter,nil
514,trip_taxi,nil
515,trip_tgv,nil
515,trip_ter,nil
515,trip_taxi,nil
516,trip_tgv,nil
516,trip_ter,nil
516,trip_taxi,nil
517,trip_tgv,nil
517,trip_ter,nil
517,trip_taxi,nil
518,trip_tgv,nil
518,trip_ter,nil
518,trip_taxi,nil
519,trip_tgv,nil
519,trip_ter,nil
519,trip_taxi,nil
520,trip_tgv,nil
520,trip_ter,nil
520,trip_taxi,nil
521,trip_tgv,nil
521,trip_ter,nil
521,trip_taxi,nil
522,trip_tgv,nil
522,trip_ter,nil
522,trip_taxi,nil
523,trip_tgv,nil
523,trip_ter,nil
523,trip_taxi,nil
524,trip_tgv,nil
524,trip_ter,nil
524,trip_taxi,nil
525,trip_tgv,nil
525,trip_ter,nil
525,trip_taxi,nil
526,trip_tgv,nil
526,trip_ter,nil
526,trip_taxi,nil
527,trip_tgv,nil
527,trip_ter,nil
527,trip_taxi,nil
528,trip_tgv,nil
528,trip_ter,nil
528,trip_taxi,nil
529,trip_tgv,nil
529,trip_ter,nil
529,trip_taxi,nil
530,trip_tgv,nil
530,trip_ter,nil
530,trip_taxi,nil
531,trip_tgv,nil
531,trip_ter,nil
531,trip_taxi,nil
532,trip_tgv,nil
532,trip_ter,nil
532,trip_taxi,nil
533,trip_tgv,nil
533,trip_ter,nil
533,trip_taxi,nil
534,trip_tgv,nil
534,trip_ter,nil
534,trip_taxi,nil
535,trip_tgv,nil
535,trip_ter,nil
535,trip_taxi,nil
536,trip_tgv,nil
536,trip_ter,nil
536,trip_taxi,nil
537,trip_tgv,nil
537,trip_ter,nil
537,trip_taxi,nil
538,trip_tgv,nil
538,trip_ter,nil
538,trip_taxi,nil
539,trip_tgv,nil
539,trip_ter,nil
539,trip_taxi,nil
540,trip_tgv,nil
540,trip_ter,nil
540,trip_taxi,nil
541,trip_tgv,nil
541,trip_ter,nil
541,trip_taxi,nil
542,trip_tgv,nil
542,trip_ter,nil
542,trip_taxi,nil
543,trip_tgv,nil
543,trip_ter,nil
543,trip_taxi,nil
544,trip_tgv,nil
544,trip_ter,nil
544,trip_taxi,nil
545,trip_tgv,nil
545,trip_ter,nil
545,trip_taxi,nil
546,trip_tgv,nil
546,trip_ter,nil
546,trip_taxi,nil
547,trip_tgv,nil
547,trip_ter,nil
547,trip_taxi,nil
548,trip_tgv,nil
548,trip_ter,nil
548,trip_taxi,nil
549,trip_tgv,nil
549,trip_ter,nil
549,trip_taxi,nil
550,trip_tgv,nil
550,trip_ter,nil
550,trip_taxi,nil
551,trip_tgv,nil
551,trip_ter,nil
551,trip_taxi,nil
552,trip_tgv,nil
552,trip_ter,nil
552,trip_taxi,nil
553,trip_tgv,nil
553,trip_ter,nil
553,trip_taxi,nil
554,trip_tgv,nil
554,trip_ter,nil
554,trip_taxi,nil
555,trip_tgv,nil
555,trip_ter,nil
555,trip_taxi,nil
556,trip_tgv,nil
556,trip_ter,nil
556,trip_taxi,nil
557,trip_tgv,nil
557,trip_ter,nil
557,trip_taxi,nil
558,trip_tgv,nil
558,trip_ter,nil
558,trip_taxi,nil
559,trip_tgv,nil
559,trip_ter,nil
559,trip_taxi,nil
560,trip_tgv,nil
560,trip_ter,nil
560,trip_taxi,nil
561,trip_tgv,nil
561,trip_ter,nil
561,trip_taxi,nil
562,trip_tgv,nil
562,trip_ter,nil
562,trip_taxi,nil
563,trip_tgv,nil
563,trip_ter,nil
563,trip_taxi,nil
564,trip_tgv,nil
564,trip_ter,nil
564,trip_taxi,nil
565,trip_tgv,nil
565,trip_ter,nil
565,trip_taxi,nil
566,trip_tgv,nil
566,trip_ter,nil
566,trip_taxi,nil
567,trip_tgv,nil
567,trip_ter,nil
567,trip_taxi,nil
568,trip_tgv,nil
568,trip_ter,nil
568,trip_taxi,nil
569,trip_tgv,nil
569,trip_ter,nil
569,trip_taxi,nil
570,trip_tgv,nil
570,trip_ter,nil
570,trip_taxi,nil
571,trip_tgv,nil
571,trip_ter,nil
571,trip_taxi,nil
572,trip_tgv,nil
572,trip_ter,nil
572,trip_taxi,nil
573,trip_tgv,nil
573,trip_ter,nil
573,trip_taxi,nil
574,trip_tgv,nil
574,trip_ter,nil
574,trip_taxi,nil
575,trip_tgv,nil
575,trip_ter,nil
575,trip_taxi,nil
576,trip_tgv,nil
576,trip_ter,nil
576,trip_taxi,nil
577,trip_tgv,nil
577,trip_ter,nil
577,trip_taxi,nil
578,trip_tgv,nil
578,trip_ter,nil
578,trip_taxi,nil
579,trip_tgv,nil
579,trip_ter,nil
579,trip_taxi,nil
580,trip_tgv,nil
580,trip_ter,nil
580,trip_taxi,nil
581,trip_tgv,nil
581,trip_ter,nil
581,trip_taxi,nil
582,trip_tgv,nil
582,trip_ter,nil
582,trip_taxi,nil
583,trip_tgv,nil
583,trip_ter,nil
583,trip_taxi,nil
584,trip_tgv,nil
584,trip_ter,nil
584,trip_taxi,nil
585,trip_tgv,nil
585,trip_ter,nil
585,trip_taxi,nil
586,trip_tgv,nil
586,trip_ter,nil
586,trip_taxi,nil
587,trip_tgv,nil
587,trip_ter,nil
587,trip_taxi,nil
588,trip_tgv,nil
588,trip_ter,nil
588,trip_taxi,nil
589,trip_tgv,nil
589,trip_ter,nil
589,trip_taxi,nil
590,trip_tgv,nil
590,trip_ter,nil
590,trip_taxi,nil
591,trip_tgv,nil
591,trip_ter,nil
591,trip_taxi,nil
592,trip_tgv,nil
592,trip_ter,nil
592,trip_taxi,nil
593,trip_tgv,nil
593,trip_ter,nil
593,trip_taxi,nil
594,trip_tgv,nil
594,trip_ter,nil
594,trip_taxi,nil
595,trip_tgv,nil
595,trip_ter,nil
595,trip_taxi,nil
596,trip_tgv,nil
596,trip_ter,nil
596,trip_taxi,nil
597,trip_tgv,nil
597,trip_ter,nil
597,trip_taxi,nil
598,trip_tgv,nil
598,trip_ter,nil
598,trip_taxi,nil
599,trip_tgv,nil
599,trip_ter,nil
599,trip_taxi,nil
600,trip_tgv,nil
600,trip_ter,nil
600,trip_taxi,nil
601,trip_tgv,nil
601,trip_ter,nil
601,trip_taxi,nil
602,trip_tgv,nil
602,trip_ter,nil
602,trip_taxi,nil
603,trip_tgv,nil
603,trip_ter,nil
603,trip_taxi,nil
604,trip_tgv,nil
604,trip_ter,nil
604,trip_taxi,nil
605,trip_tgv,nil
605,trip_ter,nil
605,trip_taxi,nil
606,trip_tgv,nil
606,trip_ter,nil
606,trip_taxi,nil
607,trip_tgv,nil
607,trip_ter,nil
607,trip_taxi,nil
608,trip_tgv,nil
608,trip_ter,nil
608,trip_taxi,nil
609,trip_tgv,nil
609,trip_ter,nil
609,trip_taxi,nil
610,trip_tgv,nil
610,trip_ter,nil
610,trip_taxi,nil
611,trip_tgv,nil
611,trip_ter,nil
611,trip_taxi,nil
612,trip_tgv,nil
612,trip_ter,nil
612,trip_taxi,nil
613,trip_tgv,nil
613,trip_ter,nil
613,trip_taxi,nil
614,trip_tgv,nil
614,trip_ter,nil
614,trip_taxi,nil
615,trip_tgv,nil
615,trip_ter,nil
615,trip_taxi,nil
616,trip_tgv,nil
616,trip_ter,nil
616,trip_taxi,nil
617,trip_tgv,nil
617,trip_ter,nil
617,trip_taxi,nil
618,trip_tgv,nil
618,trip_ter,nil
618,trip_taxi,nil
619,trip_tgv,nil
619,trip_ter,nil
619,trip_taxi,nil
620,trip_tgv,nil
620,trip_ter,nil
620,trip_taxi,nil
621,trip_tgv,nil
621,trip_ter,nil
621,trip_taxi,nil
622,trip_tgv,nil
622,trip_ter,nil
622,trip_taxi,nil
623,trip_tgv,nil
623,trip_ter,nil
623,trip_taxi,nil
624,trip_tgv,nil
624,trip_ter,nil
624,trip_taxi,nil
625,trip_tgv,nil
625,trip_ter,nil
625,trip_taxi,nil
626,trip_tgv,nil
626,trip_ter,nil
626,trip_taxi,nil
627,trip_tgv,nil
627,trip_ter,nil
627,trip_taxi,nil
628,trip_tgv,nil
628,trip_ter,nil
628,trip_taxi,nil
629,trip_tgv,nil
629,trip_ter,nil
629,trip_taxi,nil
630,trip_tgv,nil
630,trip_ter,nil
630,trip_taxi,nil
631,trip_tgv,nil
631,trip_ter,nil
631,trip_taxi,nil
632,trip_tgv,nil
632,trip_ter,nil
632,trip_taxi,nil
633,trip_tgv,nil
633,trip_ter,nil
633,trip_taxi,nil
634,trip_tgv,nil
634,trip_ter,nil
634,trip_taxi,nil
635,trip_tgv,nil
635,trip_ter,nil
635,trip_taxi,nil
636,trip_tgv,nil
636,trip_ter,nil
636,trip_taxi,nil
637,trip_tgv,nil
637,trip_ter,nil
637,trip_taxi,nil
638,trip_tgv,nil
638,trip_ter,nil
638,trip_taxi,nil
639,trip_tgv,nil
639,trip_ter,nil
639,trip_taxi,nil
640,trip_tgv,nil
640,trip_ter,nil
640,trip_taxi,nil
641,trip_tgv,nil
641,trip_ter,nil
641,trip_taxi,nil
642,trip_tgv,nil
642,trip_ter,nil
642,trip_taxi,nil
643,trip_tgv,nil
643,trip_ter,nil
643,trip_taxi,nil
644,trip_tgv,nil
644,trip_ter,nil
644,trip_taxi,nil
645,trip_tgv,nil
645,trip_ter,nil
645,trip_taxi,nil
646,trip_tgv,nil
646,trip_ter,nil
646,trip_taxi,nil
647,trip_tgv,nil
647,trip_ter,nil
647,trip_taxi,nil
648,trip_tgv,nil
648,trip_ter,nil
648,trip_taxi,nil
649,trip_tgv,nil
649,trip_ter,nil
649,trip_taxi,nil
650,trip_tgv,nil
650,trip_ter,nil
650,trip_taxi,nil
651,trip_tgv,nil
651,trip_ter,nil
651,trip_taxi,nil
652,trip_tgv,nil
652,trip_ter,nil
652,trip_taxi,nil
653,trip_tgv,nil
653,trip_ter,nil
653,trip_taxi,nil
654,trip_tgv,nil
654,trip_ter,nil
654,trip_taxi,nil
655,trip_tgv,nil
655,trip_ter,nil
655,trip_taxi,nil
656,trip_tgv,nil
656,trip_ter,nil
656,trip_taxi,nil
657,trip_tgv,nil
657,trip_ter,nil
657,trip_taxi,nil
658,trip_tgv,nil
658,trip_ter,nil
658,trip_taxi,nil
659,trip_tgv,nil
659,trip_ter,nil
659,trip_taxi,nil
660,trip_tgv,nil
660,trip_ter,nil
660,trip_taxi,nil
661,trip_tgv,nil
661,trip_ter,nil
661,trip_taxi,nil
662,trip_tgv,nil
662,trip_ter,nil
662,trip_taxi,nil
663,trip_tgv,nil
663,trip_ter,nil
663,trip_taxi,nil
664,trip_tgv,nil
664,trip_ter,nil
664,trip_taxi,nil
665,trip_tgv,nil
665,trip_ter,nil
665,trip_taxi,nil
666,trip_tgv,nil
666,trip_ter,nil
666,trip_taxi,nil
667,trip_tgv,nil
667,trip_ter,nil
667,trip_taxi,nil
668,trip_tgv,nil
668,trip_ter,nil
668,trip_taxi,nil
669,trip_tgv,nil
669,trip_ter,nil
669,trip_taxi,nil
670,trip_tgv,nil
670,trip_ter,nil
670,trip_taxi,nil
671,trip_tgv,nil
671,trip_ter,nil
671,trip_taxi,nil
672,trip_tgv,nil
672,trip_ter,nil
672,trip_taxi,nil
673,trip_tgv,nil
673,trip_ter,nil
673,trip_taxi,nil
674,trip_tgv,nil
674,trip_ter,nil
674,trip_taxi,nil
675,trip_tgv,nil
675,trip_ter,nil
675,trip_taxi,nil
676,trip_tgv,nil
676,trip_ter,nil
676,trip_taxi,nil
677,trip_tgv,nil
677,trip_ter,nil
677,trip_taxi,nil
678,trip_tgv,nil
678,trip_ter,nil
678,trip_taxi,nil
679,trip_tgv,nil
679,trip_ter,nil
679,trip_taxi,nil
680,trip_tgv,nil
680,trip_ter,nil
680,trip_taxi,nil
681,trip_tgv,nil
681,trip_ter,nil
681,trip_taxi,nil
682,trip_tgv,nil
682,trip_ter,nil
682,trip_taxi,nil
683,trip_tgv,nil
683,trip_ter,nil
683,trip_taxi,nil
684,trip_tgv,nil
684,trip_ter,nil
684,trip_taxi,nil
685,trip_tgv,nil
685,trip_ter,nil
685,trip_taxi,nil
686,trip_tgv,nil
686,trip_ter,nil
686,trip_taxi,nil
687,trip_tgv,nil
687,trip_ter,nil
687,trip_taxi,nil
688,trip_tgv,nil
688,trip_ter,nil
688,trip_taxi,nil
689,trip_tgv,nil
689,trip_ter,nil
689,trip_taxi,nil
690,trip_tgv,nil
690,trip_ter,nil
690,trip_taxi,nil
691,trip_tgv,nil
691,trip_ter,nil
691,trip_taxi,nil
692,trip_tgv,nil
692,trip_ter,nil
692,trip_taxi,nil
693,trip_tgv,nil
693,trip_ter,nil
693,trip_taxi,nil
694,trip_tgv,nil
694,trip_ter,nil
694,trip_taxi,nil
695,trip_tgv,nil
695,trip_ter,nil
695,trip_taxi,nil
696,trip_tgv,nil
696,trip_ter,nil
696,trip_taxi,nil
697,trip_tgv,nil
697,trip_ter,nil
697,trip_taxi,nil
698,trip_tgv,nil
698,trip_ter,nil
698,trip_taxi,nil
699,trip_tgv,nil
699,trip_ter,nil
699,trip_taxi,nil
700,trip_tgv,nil
700,trip_ter,nil
700,trip_taxi,nil
701,trip_tgv,nil
701,trip_ter,nil
701,trip_taxi,nil
702,trip_tgv,nil
702,trip_ter,nil
702,trip_taxi,nil
703,trip_tgv,nil
703,trip_ter,nil
703,trip_taxi,nil
704,trip_tgv,nil
704,trip_ter,nil
704,trip_taxi,nil
705,trip_tgv,nil
705,trip_ter,nil
705,trip_taxi,nil
706,trip_tgv,nil
706,trip_ter,nil
706,trip_taxi,nil
707,trip_tgv,nil
707,trip_ter,nil
707,trip_taxi,nil
708,trip_tgv,nil
708,trip_ter,nil
708,trip_taxi,nil
709,trip_tgv,nil
709,trip_ter,nil
709,trip_taxi,nil
710,trip_tgv,nil
710,trip_ter,nil
710,trip_taxi,nil
711,trip_tgv,nil
711,trip_ter,nil
711,trip_taxi,nil
712,trip_tgv,nil
712,trip_ter,nil
712,trip_taxi,nil
713,trip_tgv,nil
713,trip_ter,nil
713,trip_taxi,nil
714,trip_tgv,nil
714,trip_ter,nil
714,trip_taxi,nil
715,trip_tgv,nil
715,trip_ter,nil
715,trip_taxi,nil
716,trip_tgv,nil
716,trip_ter,nil
716,trip_taxi,nil
717,trip_tgv,nil
717,trip_ter,nil
717,trip_taxi,nil
718,trip_tgv,nil
718,trip_ter,nil
718,trip_taxi,nil
719,trip_tgv,nil
719,trip_ter,nil
719,trip_taxi,nil
720,trip_tgv,nil
720,trip_ter,nil
720,trip_taxi,nil
721,trip_tgv,nil
721,trip_ter,nil
721,trip_taxi,nil
722,trip_tgv,nil
722,trip_ter,nil
722,trip_taxi,nil
723,trip_tgv,nil
723,trip_ter,nil
723,trip_taxi,nil
724,trip_tgv,nil
724,trip_ter,nil
724,trip_taxi,nil
725,trip_tgv,nil
725,trip_ter,nil
725,trip_taxi,nil
726,trip_tgv,nil
726,trip_ter,nil
726,trip_taxi,nil
727,trip_tgv,nil
727,trip_ter,nil
727,trip_taxi,nil
728,trip_tgv,nil
728,trip_ter,nil
728,trip_taxi,nil
729,trip_tgv,nil
729,trip_ter,nil
729,trip_taxi,nil
730,trip_tgv,nil
730,trip_ter,nil
730,trip_taxi,nil
731,trip_tgv,nil
731,trip_ter,nil
731,trip_taxi,nil
732,trip_tgv,nil
732,trip_ter,nil
732,trip_taxi,nil
733,trip_tgv,nil
733,trip_ter,nil
733,trip_taxi,nil
734,trip_tgv,nil
734,trip_ter,nil
734,trip_taxi,nil
735,trip_tgv,nil
735,trip_ter,nil
735,trip_taxi,nil
736,trip_tgv,nil
736,trip_ter,nil
736,trip_taxi,nil
737,trip_tgv,nil
737,trip_ter,nil
737,trip_taxi,nil
738,trip_tgv,nil
738,trip_ter,nil
738,trip_taxi,nil
739,trip_tgv,nil
739,trip_ter,nil
739,trip_taxi,nil
740,trip_tgv,nil
740,trip_ter,nil
740,trip_taxi,nil
741,trip_tgv,nil
741,trip_ter,nil
741,trip_taxi,nil
742,trip_tgv,nil
742,trip_ter,nil
742,trip_taxi,nil
743,trip_tgv,nil
743,trip_ter,nil
743,trip_taxi,nil
744,trip_tgv,nil
744,trip_ter,nil
744,trip_taxi,nil
745,trip_tgv,nil
745,trip_ter,nil
745,trip_taxi,nil
746,trip_tgv,nil
746,trip_ter,nil
746,trip_taxi,nil
747,trip_tgv,nil
747,trip_ter,nil
747,trip_taxi,nil
748,trip_tgv,nil
748,trip_ter,nil
748,trip_taxi,nil
749,trip_tgv,nil
749,trip_ter,nil
749,trip_taxi,nil
750,trip_tgv,nil
750,trip_ter,nil
750,trip_taxi,nil
751,trip_tgv,nil
751,trip_ter,nil
751,trip_taxi,nil
752,trip_tgv,nil
752,trip_ter,nil
752,trip_taxi,nil
753,trip_tgv,nil
753,trip_ter,nil
753,trip_taxi,nil
754,trip_tgv,nil
754,trip_ter,nil
754,trip_taxi,nil
755,trip_tgv,nil
755,trip_ter,nil
755,trip_taxi,nil
756,trip_tgv,nil
756,trip_ter,nil
756,trip_taxi,nil
757,trip_tgv,nil
757,trip_ter,nil
757,trip_taxi,nil
758,trip_tgv,nil
758,trip_ter,nil
758,trip_taxi,nil
759,trip_tgv,nil
759,trip_ter,nil
759,trip_taxi,nil
760,trip_tgv,nil
760,trip_ter,nil
760,trip_taxi,nil
761,trip_tgv,nil
761,trip_ter,nil
761,trip_taxi,nil
762,trip_tgv,nil
762,trip_ter,nil
762,trip_taxi,nil
763,trip_tgv,nil
763,trip_ter,nil
763,trip_taxi,nil
764,trip_tgv,nil
764,trip_ter,nil
764,trip_taxi,nil
765,trip_tgv,nil
765,trip_ter,nil
765,trip_taxi,nil
766,trip_tgv,nil
766,trip_ter,nil
766,trip_taxi,nil
767,trip_tgv,nil
767,trip_ter,nil
767,trip_taxi,nil
768,trip_tgv,nil
768,trip_ter,nil
768,trip_taxi,nil
769,trip_tgv,nil
769,trip_ter,nil
769,trip_taxi,nil
770,trip_tgv,nil
770,trip_ter,nil
770,trip_taxi,nil
771,trip_tgv,nil
771,trip_ter,nil
771,trip_taxi,nil
772,trip_tgv,nil
772,trip_ter,nil
772,trip_taxi,nil
773,trip_tgv,nil
773,trip_ter,nil
773,trip_taxi,nil
774,trip_tgv,nil
774,trip_ter,nil
774,trip_taxi,nil
775,trip_tgv,nil
775,trip_ter,nil
775,trip_taxi,nil
776,trip_tgv,nil
776,trip_ter,nil
776,trip_taxi,nil
777,trip_tgv,nil
777,trip_ter,nil
777,trip_taxi,nil
778,trip_tgv,nil
778,trip_ter,nil
778,trip_taxi,nil
779,trip_tgv,nil
779,trip_ter,nil
779,trip_taxi,nil
780,trip_tgv,nil
780,trip_ter,nil
780,trip_taxi,nil
781,trip_tgv,nil
781,trip_ter,nil
781,trip_taxi,nil
782,trip_tgv,nil
782,trip_ter,nil
782,trip_taxi,nil
783,trip_tgv,nil
783,trip_ter,nil
783,trip_taxi,nil
784,trip_tgv,nil
784,trip_ter,nil
784,trip_taxi,nil
785,trip_tgv,nil
785,trip_ter,nil
785,trip_taxi,nil
786,trip_tgv,nil
786,trip_ter,nil
786,trip_taxi,nil
787,trip_tgv,nil
787,trip_ter,nil
787,trip_taxi,nil
788,trip_tgv,nil
788,trip_ter,nil
788,trip_taxi,nil
789,trip_tgv,nil
789,trip_ter,nil
789,trip_taxi,nil
790,trip_tgv,nil
790,trip_ter,nil
790,trip_taxi,nil
791,trip_tgv,nil
791,trip_ter,nil
791,trip_taxi,nil
792,trip_tgv,nil
792,trip_ter,nil
792,trip_taxi,nil
793,trip_tgv,nil
793,trip_ter,nil
793,trip_taxi,nil
794,trip_tgv,nil
794,trip_ter,nil
794,trip_taxi,nil
795,trip_tgv,nil
795,trip_ter,nil
795,trip_taxi,nil
796,trip_tgv,nil
796,trip_ter,nil
796,trip_taxi,nil
797,trip_tgv,nil
797,trip_ter,nil
797,trip_taxi,nil
